clip_id,subject,source_tier,label,hr_baseline_bpm,hr_delta_bpm,hrv_rmssd_ms,f0_baseline_hz,f0_delta_hz,jitter_percent,shimmer_db,speech_rate_wpm,au14_max_intensity,au15_max_intensity,au24_max_intensity,au6_present_int,hedging_count_per_100w,pronoun_drop_rate,text_deception_prior,cross_modal_synchrony
snowden_2013__synth15,Edward Snowden,synth,0,58.994849129065244,44.09883703935333,354.9848301333576,112.53360740381477,125.66993135589777,3.2044564933259956,1.2557721323758007,135.5225993494534,0.8634265651289303,-0.018558138104997266,1.5722855255354093,0,2.780082418873307,0.8763551187673595,0.5086301729530417,0.4666057583675013
armstrong_2005__synth21,Lance Armstrong,synth,1,60.704704691359616,21.145388698800268,264.1091108991426,93.0891030371117,206.5396787466267,3.4297484306828876,1.4858834028977834,173.3320341859235,0.20081048408256036,0.7043245436488743,2.560849906281949,0,-0.07907971997269712,0.8059527799263848,0.3259524006838937,0.5679089633096456
armstrong_2005__synth03,Lance Armstrong,synth,1,74.37399982610293,20.40476458055134,234.8621164967673,93.37733284960412,245.91495952371326,3.1227217615522074,1.3662828297284386,147.56027027500298,0.1062428874386658,1.2487260206188626,2.445052184735298,0,-0.08414348858079024,0.6267171619980068,0.31567222330411104,0.5482288376060973
snowden_2013__synth02,Edward Snowden,synth,0,48.790872942662155,55.297886133194176,368.94462410164,91.39522148925668,117.83072939273924,2.914871290679837,1.0159968033665803,167.4948239407401,0.9302098798390281,-0.07449263295150593,1.6775394754214652,0,2.32465189454384,0.8782599923211839,0.3648713239183514,0.5697618357908073
cheung_2019__synth15,Erika Cheung,synth,0,65.07624465521938,21.912118485101395,194.354942355421,212.74214833567234,155.5560428259712,1.515517744377692,0.818025722353045,227.29302988030565,0.44078584654012176,-0.01483193449516633,1.12865281416758,0,4.283786496320115,1.115097586069184,0.7232448075450542,0.29108750624091706
nixon_1973__synth17,Richard Nixon,synth,1,121.22283608500288,25.948988600460744,337.03760620360634,144.1947380437781,107.98047206100725,2.190476093210973,1.1602972260992173,154.15529920807043,0.5303655458235845,2.931761806750175,2.265906728436598,0,-0.06453732684578092,0.20557049249208784,0.6515253982290878,0.9272422577749395
clinton_1998__synth04,Bill Clinton,synth,1,58.487672619000925,53.773400505260696,277.56416243364896,127.5741945966711,156.88589689897714,2.501642258458769,0.7179973486700528,162.40842623914486,2.456334989692013,0.15180299633988978,1.4789714801661953,0,0.05938171963605604,0.8307231841297437,0.513443770303979,0.4875731951214184
dean_1973__synth17,John Dean,synth,0,77.1261671604675,-0.022671914918429643,22.857365927458183,102.45195695243031,303.5466506187398,5.787506860706559,1.1855511709951267,118.27443479340765,0.09434157951355514,0.6530350151646673,0.1963298355138847,0,2.192228762696836,0.7542326631026315,0.6383206833255797,1.1570972929110637
shultz_2019__synth23,Tyler Shultz,synth,0,78.34656994015067,7.166956410487381,170.00908000810085,81.3962982005537,202.5892971267941,2.091178574360444,0.988102028506557,161.04605069190478,3.114078784552202,1.4477229578858606,1.9542173476548714,0,1.4934605282335958,0.5006732278069219,0.5550748248861865,0.455845460685237
dean_1973__synth24,John Dean,synth,0,68.39374958692008,0.02419911469757635,21.139266087264875,60.72557735697615,347.10794619117314,7.501863961572931,1.9740307712356746,93.66298731305692,0.1336897196833879,0.869391181269547,0.26794081238995426,0,2.3000757436151886,0.7688529040691978,0.8055345872166783,0.8324008596923088
nixon_1973__synth11,Richard Nixon,synth,1,83.91304572649119,20.146407302915748,254.24916231471047,176.73428673263084,121.88707948433013,2.2126923760696147,1.1159569925601667,148.82557204608688,0.35983886562194156,3.707042424353007,2.1939460490846954,0,-0.040708499099305656,0.22760246737549564,0.5713876252166996,0.8746791249965721
armstrong_2005__synth27,Lance Armstrong,synth,1,56.964492616029965,21.638332178043502,220.6738592395289,61.87355995828085,358.5202594869903,2.9823396492981042,1.3522749974386312,137.01246097162837,0.08728583616562222,1.0854672374263223,2.7302335102953053,0,0.018096092696442186,0.7905824971968356,0.2903952625056418,0.39228545672070275
ellsberg_1971__synth21,Daniel Ellsberg,synth,0,88.11381101119296,14.356715964082374,21.721084391012138,132.15260387810815,16.070247474542796,2.8876698129770872,1.316211862670455,136.4739121224102,1.0370024724416116,1.7440319380793652,1.6239579857010467,0,-0.03923896235779957,0.006910256467664005,0.485376508541016,0.7144277396423436
cheung_2019__synth13,Erika Cheung,synth,0,79.81738808633716,24.704281867078116,237.3175063929292,179.03714974966186,183.6774463926385,2.1923135372196727,0.7728743586029121,182.01359809755346,0.7015647609989148,0.04771192499935493,1.4970785428419884,0,3.599976340941641,0.8826375499057831,0.5687945975782476,0.29926827501978454
ellsberg_1971__synth23,Daniel Ellsberg,synth,0,75.15025040486631,19.8175982468422,22.913963628223904,128.25406445181903,26.361284678929437,2.761558116970375,2.1465833076534637,148.93462355120417,0.7629491023231698,1.6004988409377532,1.756833172823224,0,-0.021330249152954978,0.05824722225940639,0.5695806799663404,0.9239184103636396
sbf_2022__synth26,Sam Bankman-Fried,synth,1,61.999190182945064,35.05767318362211,368.6348902875119,102.0290749560289,230.2802530947894,3.830325939290659,1.5357494015086062,190.0826440990879,3.013325799035629,-0.061825510118753646,2.062522408147255,0,3.636328085118115,0.6890967321875252,0.7468772534695425,0.544526534897426
armstrong_2005,Lance Armstrong,gold,1,67.5,20.2,225.1,85.3,314.7,3.28,1.47,163.2,0.12,1.02,2.81,0,0.0,0.6598639455782314,0.30753457004886076,0.5039176689962777
nixon_1973__synth09,Richard Nixon,synth,1,104.04357453621508,30.14366182314922,300.466654313002,138.22852278564477,136.58612287587317,1.782420968421351,1.270219607158478,152.25733360284468,0.369642346558536,3.328743267925,2.881070864071974,0,0.022385751504753408,0.24604394188695727,0.4583400433517074,0.9639571907887547
snowden_2013__synth23,Edward Snowden,synth,0,47.40268634781239,66.06574128422743,273.999230758171,68.37783301882848,104.95506852559784,2.51283696568503,1.3542620667076692,178.51150553105185,0.6740945183610016,-0.01493162073312269,1.497673856201526,0,3.201245778836402,1.3347679218238588,0.5339306715732814,0.6314299142255386
clinton_1998__synth29,Bill Clinton,synth,1,70.79833021441475,56.36700587035309,265.2100989390301,117.83127808934478,143.1574063045319,2.4241472598357543,1.2706868383178387,176.4724673942888,3.1509846163323334,0.19122135311924898,1.6844954656996438,0,0.037274945326249136,0.7734381486010713,0.4777536120293037,0.39530875320190045
shultz_2019,Tyler Shultz,gold,0,74.1,6.4,197.9,97.4,163.1,2.06,1.09,177.6,3.45,1.62,2.42,0,1.5384615384615385,0.5495495495495495,0.4760202833677016,0.43664968637529883
haugen_2021__synth18,Frances Haugen,synth,0,66.11534943798502,22.276675756131407,322.511327653295,191.2510447607011,92.33771488920243,1.989552962743447,1.3173162051441158,137.43621658631065,0.5591399218782575,0.16434211313227515,1.826651044193428,0,3.596575162662823,-0.0031659929855479985,0.602239738632232,0.6001852169440812
clinton_1998__synth00,Bill Clinton,synth,1,55.02017713303861,59.3145924959723,244.92514633774846,162.77815410760252,147.7574368550804,2.4301604267587154,1.3046577177635308,175.17656878430444,3.1012166705717865,0.14451362741528548,1.4720944165657999,0,-0.01279160356704117,0.7164480878576743,0.6320744478566787,0.45685716860502856
nixon_1973__synth15,Richard Nixon,synth,1,125.85971150954094,33.27789306070673,275.98343379006997,135.11074534945553,172.28841808147052,1.7313536314310582,0.9691893896168018,101.99243752053354,0.5442361809240202,3.722019726281006,3.1477696182643484,0,0.07290854037395549,0.22225677591830637,0.6083555366115759,0.6740618829113108
sbf_2022__synth03,Sam Bankman-Fried,synth,1,62.66744718105079,32.61975603587556,432.4453610599968,99.508138478568,301.3204017098666,2.7840903965637347,1.6134744016586002,173.3817471132441,2.635665390183228,0.016894788862768545,2.085223764538814,0,3.8752741055021414,0.38303869139639435,0.5123895042498882,0.6307337913765054
ellsberg_1971__synth05,Daniel Ellsberg,synth,0,85.8581680431975,17.224062474555854,23.293636093306997,125.46907366147613,24.65672492718172,2.3009418144513822,2.1313966277900587,121.18695589285659,0.9001183433319345,1.597652210276274,1.5566672434413762,0,0.056133912728186935,-0.0047097287675416655,0.41668016785882095,0.785545078102054
nixon_1973__synth03,Richard Nixon,synth,1,96.9363910823808,27.767998869760216,290.59934073813105,127.88374868527058,145.18538992652265,1.4293954917800118,0.861627179936137,153.79644989854972,0.5628006829280192,3.4905480942395517,2.296021363065965,0,-0.10112235280217396,0.22522047684479346,0.5135814123165148,0.7468473896293826
holmes_2018__synth02,Elizabeth Holmes,synth,1,65.73963478690344,38.860736649803414,289.577741478474,155.91179383300465,214.04139368063065,2.4111893473699535,1.1032131816291635,191.57016844512916,6.338951662903335,0.0899440139001055,1.2696623298520322,0,2.4840185939212196,0.9040256660555159,0.996570522861211,0.7459194202399793
holmes_2018__synth01,Elizabeth Holmes,synth,1,73.01926807951875,38.93342333541497,273.4484557925521,116.77744657734223,226.89595472541365,2.8985393082284463,0.918534416152575,186.07703304913088,4.043094542712954,0.13894206706186,1.932523962320857,0,2.1563118508467363,0.669714216560187,0.6168934161660445,1.015519858855273
wigand_1996__synth26,Jeffrey Wigand,synth,0,56.77098439091782,36.5736826095405,363.95014396749383,73.39923463994263,223.5947626255606,3.267338894347461,1.2645296583419479,166.1060836681742,0.4959591593712085,-0.007585958076082798,1.6889771805561637,0,1.323899503219435,0.9837682127889209,0.6229865661968286,0.7527518436033626
armstrong_2005__synth13,Lance Armstrong,synth,1,58.608707284846396,19.18760597467654,256.0254493426508,68.32880517652228,316.14595960791945,3.041788638799879,1.3977480826931876,187.7475115634567,0.1469057718501963,1.22462191043874,2.744875856196167,0,-0.011192940844024977,0.6838661789999747,0.3163632379715463,0.42195132254919687
dean_1973__synth06,John Dean,synth,0,65.55553422443033,0.027768011425428774,23.02099218151792,101.8733102607841,256.8258244571986,8.250326372262066,1.5409545066516956,120.02617307674583,0.01563261527933242,0.6625544286203091,0.2658184323362668,0,2.68092473992838,0.7159311761140946,0.7860831103580868,1.2045775487399035
cheung_2019__synth00,Erika Cheung,synth,0,67.26389774861167,37.24264838091524,262.3959919978836,234.37006174864962,166.4541419884061,1.9459386500960505,0.8229304922981099,189.4309149332518,0.5916620191290953,0.08151506794787766,1.1426729423249966,0,4.487148848969219,1.0998377854470143,1.0144855532733652,0.36906937391967165
wigand_1996__synth17,Jeffrey Wigand,synth,0,65.29962259416838,34.444893700039174,436.20500973835556,104.72030478710055,198.22616191659904,2.2205671245256418,1.1486618784435196,239.97902191237537,0.4902874087790825,0.05936615470134755,1.8490981886481737,0,1.3346906551911544,0.7220528532692306,0.6510762312361413,0.724439447992978
shultz_2019__synth06,Tyler Shultz,synth,0,73.18495008688775,7.619241216569849,182.07040895706416,100.97618150629839,161.74277926228876,1.5354347063589002,1.3235333130741498,173.99950790865643,3.836271428660057,1.4372570204418411,2.3601614894865452,0,1.8236919575607833,0.5752197795421052,0.5022290219349642,0.5256072886562926
dean_1973__synth12,John Dean,synth,0,70.18847059572761,-0.11721489468943387,27.248492583122875,93.79582786320597,361.5137278461851,5.179898166655713,1.5756921319665593,110.26201129073317,0.09914810553312685,0.8026944219151538,0.24422575804649832,0,2.7287449065657055,0.6922168894277356,0.7742441746030164,0.7793327148422664
cheung_2019__synth21,Erika Cheung,synth,0,65.1630008864748,24.476865685527823,263.5311181781286,178.317982752284,148.73073235784403,1.8736250860104735,0.779951923773914,201.51808398260874,0.6974570042966384,0.0030285499454212605,1.2154361191604466,0,3.393238656533659,0.6825018326544203,0.6287991670525921,0.3513630721882986
armstrong_2005__synth10,Lance Armstrong,synth,1,57.72819278239724,18.00256502445667,296.9677805156733,74.79035743932397,354.28088286237414,2.8357598283811827,1.6754118493387709,172.62359965027153,0.11216810511709548,1.0137633335012786,2.534006986376512,0,-0.022749174017039003,0.5385539873277997,0.24363769133287977,0.5169631841755954
ellsberg_1971__synth20,Daniel Ellsberg,synth,0,92.8068312762,14.645126561170077,18.554984564153482,119.29621941810204,24.661778449834795,2.1615600600837657,1.526806427508856,153.97282649417704,0.8791009586752303,1.1864236910176114,1.7120835647024533,0,-0.03102593103243308,-0.0791083508063459,0.4441532482671078,0.6611962229817395
haugen_2021__synth14,Frances Haugen,synth,0,55.59567706624185,18.778660223500157,380.15610799544953,147.15009505078342,128.60646105759207,2.2971304867149565,1.1578217363932688,229.63063787761948,0.5983970332556607,0.07239876354942118,2.500428877626652,0,5.191193289122776,-0.0408396589635128,0.6331388662853867,0.5027826182320482
nixon_1973__synth27,Richard Nixon,synth,1,125.92815596076798,33.37177453998196,211.44468946697265,136.12466977637533,126.20172965911047,2.3442904724038853,0.9816338372959202,129.05696811975616,0.5545389751962432,3.067290288049849,2.5602428921568774,0,-0.008561637204616312,0.13577015808367976,0.45680865554520667,1.0080754927763282
shultz_2019__synth15,Tyler Shultz,synth,0,75.61893706701134,5.613688322559957,227.43525691376644,87.50114041143021,146.2570189428129,2.1707309691633374,1.3811997880861153,220.85236242119768,3.6361507006828755,1.7323597151006278,2.7073141123467916,0,1.6871111547273807,0.4890380879863668,0.4987605863081375,0.42175113613700727
